year,field,total_checked,had_data,pct_available
2014,boxscore,2469,2469,100.0
2014,draft,1,1,100.0
2014,linescore,2469,2469,100.0
2014,playbyplay,2469,2469,100.0
2014,roster,30,30,100.0
2014,standings_splits,1,1,100.0
2014,transactions,1,1,100.0
2014,winprobability,2469,2469,100.0
