year,field,total_checked,had_data,pct_available
2013,boxscore,2472,2472,100.0
2013,draft,1,1,100.0
2013,linescore,2472,2472,100.0
2013,playbyplay,2472,2472,100.0
2013,roster,30,30,100.0
2013,standings_splits,1,1,100.0
2013,transactions,1,1,100.0
2013,winprobability,2472,2472,100.0
