year,field,total_checked,had_data,pct_available
2016,boxscore,2465,2465,100.0
2016,draft,1,1,100.0
2016,linescore,2465,2465,100.0
2016,playbyplay,2465,2465,100.0
2016,roster,30,30,100.0
2016,standings_splits,1,1,100.0
2016,transactions,1,1,100.0
2016,winprobability,2465,2465,100.0
