year,field,total_checked,had_data,pct_available
2015,boxscore,2470,2470,100.0
2015,draft,1,1,100.0
2015,linescore,2470,2470,100.0
2015,playbyplay,2470,2470,100.0
2015,roster,30,30,100.0
2015,standings_splits,1,1,100.0
2015,transactions,1,1,100.0
2015,winprobability,2470,2470,100.0
